dataset_key,source_dataset,file_id,image_path,mask_path,image_relative_path,mask_relative_path,image_file_name,mask_file_name,mask_encoding,background_value,structure_value_1,structure_value_2,split_group_id,include_in_first_pass,qa_status,notes,split
glaucoma_fundus_imaging_bundle,ORIGA,011,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/011.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/011.png,ORIGA/Images/011.jpg,ORIGA/Masks/011.png,011.jpg,011.png,multiclass_values_0_1_2,0,1,2,ORIGA_011,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,test
glaucoma_fundus_imaging_bundle,ORIGA,012,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/012.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/012.png,ORIGA/Images/012.jpg,ORIGA/Masks/012.png,012.jpg,012.png,multiclass_values_0_1_2,0,1,2,ORIGA_012,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,val
glaucoma_fundus_imaging_bundle,ORIGA,013,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/013.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/013.png,ORIGA/Images/013.jpg,ORIGA/Masks/013.png,013.jpg,013.png,multiclass_values_0_1_2,0,1,2,ORIGA_013,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,014,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/014.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/014.png,ORIGA/Images/014.jpg,ORIGA/Masks/014.png,014.jpg,014.png,multiclass_values_0_1_2,0,1,2,ORIGA_014,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,015,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/015.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/015.png,ORIGA/Images/015.jpg,ORIGA/Masks/015.png,015.jpg,015.png,multiclass_values_0_1_2,0,1,2,ORIGA_015,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,016,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/016.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/016.png,ORIGA/Images/016.jpg,ORIGA/Masks/016.png,016.jpg,016.png,multiclass_values_0_1_2,0,1,2,ORIGA_016,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,017,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/017.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/017.png,ORIGA/Images/017.jpg,ORIGA/Masks/017.png,017.jpg,017.png,multiclass_values_0_1_2,0,1,2,ORIGA_017,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,018,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/018.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/018.png,ORIGA/Images/018.jpg,ORIGA/Masks/018.png,018.jpg,018.png,multiclass_values_0_1_2,0,1,2,ORIGA_018,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,019,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/019.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/019.png,ORIGA/Images/019.jpg,ORIGA/Masks/019.png,019.jpg,019.png,multiclass_values_0_1_2,0,1,2,ORIGA_019,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,020,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/020.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/020.png,ORIGA/Images/020.jpg,ORIGA/Masks/020.png,020.jpg,020.png,multiclass_values_0_1_2,0,1,2,ORIGA_020,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,021,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/021.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/021.png,ORIGA/Images/021.jpg,ORIGA/Masks/021.png,021.jpg,021.png,multiclass_values_0_1_2,0,1,2,ORIGA_021,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,022,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/022.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/022.png,ORIGA/Images/022.jpg,ORIGA/Masks/022.png,022.jpg,022.png,multiclass_values_0_1_2,0,1,2,ORIGA_022,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,023,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/023.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/023.png,ORIGA/Images/023.jpg,ORIGA/Masks/023.png,023.jpg,023.png,multiclass_values_0_1_2,0,1,2,ORIGA_023,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,024,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/024.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/024.png,ORIGA/Images/024.jpg,ORIGA/Masks/024.png,024.jpg,024.png,multiclass_values_0_1_2,0,1,2,ORIGA_024,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,test
glaucoma_fundus_imaging_bundle,ORIGA,025,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/025.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/025.png,ORIGA/Images/025.jpg,ORIGA/Masks/025.png,025.jpg,025.png,multiclass_values_0_1_2,0,1,2,ORIGA_025,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,val
glaucoma_fundus_imaging_bundle,ORIGA,026,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/026.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/026.png,ORIGA/Images/026.jpg,ORIGA/Masks/026.png,026.jpg,026.png,multiclass_values_0_1_2,0,1,2,ORIGA_026,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,027,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/027.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/027.png,ORIGA/Images/027.jpg,ORIGA/Masks/027.png,027.jpg,027.png,multiclass_values_0_1_2,0,1,2,ORIGA_027,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,028,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/028.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/028.png,ORIGA/Images/028.jpg,ORIGA/Masks/028.png,028.jpg,028.png,multiclass_values_0_1_2,0,1,2,ORIGA_028,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,029,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/029.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/029.png,ORIGA/Images/029.jpg,ORIGA/Masks/029.png,029.jpg,029.png,multiclass_values_0_1_2,0,1,2,ORIGA_029,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,030,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/030.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/030.png,ORIGA/Images/030.jpg,ORIGA/Masks/030.png,030.jpg,030.png,multiclass_values_0_1_2,0,1,2,ORIGA_030,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,val
glaucoma_fundus_imaging_bundle,ORIGA,031,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/031.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/031.png,ORIGA/Images/031.jpg,ORIGA/Masks/031.png,031.jpg,031.png,multiclass_values_0_1_2,0,1,2,ORIGA_031,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,val
glaucoma_fundus_imaging_bundle,ORIGA,032,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/032.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/032.png,ORIGA/Images/032.jpg,ORIGA/Masks/032.png,032.jpg,032.png,multiclass_values_0_1_2,0,1,2,ORIGA_032,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,test
glaucoma_fundus_imaging_bundle,ORIGA,033,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/033.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/033.png,ORIGA/Images/033.jpg,ORIGA/Masks/033.png,033.jpg,033.png,multiclass_values_0_1_2,0,1,2,ORIGA_033,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,034,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/034.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/034.png,ORIGA/Images/034.jpg,ORIGA/Masks/034.png,034.jpg,034.png,multiclass_values_0_1_2,0,1,2,ORIGA_034,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,035,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/035.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/035.png,ORIGA/Images/035.jpg,ORIGA/Masks/035.png,035.jpg,035.png,multiclass_values_0_1_2,0,1,2,ORIGA_035,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,036,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/036.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/036.png,ORIGA/Images/036.jpg,ORIGA/Masks/036.png,036.jpg,036.png,multiclass_values_0_1_2,0,1,2,ORIGA_036,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,037,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/037.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/037.png,ORIGA/Images/037.jpg,ORIGA/Masks/037.png,037.jpg,037.png,multiclass_values_0_1_2,0,1,2,ORIGA_037,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,038,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/038.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/038.png,ORIGA/Images/038.jpg,ORIGA/Masks/038.png,038.jpg,038.png,multiclass_values_0_1_2,0,1,2,ORIGA_038,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,039,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/039.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/039.png,ORIGA/Images/039.jpg,ORIGA/Masks/039.png,039.jpg,039.png,multiclass_values_0_1_2,0,1,2,ORIGA_039,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,040,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/040.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/040.png,ORIGA/Images/040.jpg,ORIGA/Masks/040.png,040.jpg,040.png,multiclass_values_0_1_2,0,1,2,ORIGA_040,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,test
glaucoma_fundus_imaging_bundle,ORIGA,041,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/041.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/041.png,ORIGA/Images/041.jpg,ORIGA/Masks/041.png,041.jpg,041.png,multiclass_values_0_1_2,0,1,2,ORIGA_041,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,042,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/042.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/042.png,ORIGA/Images/042.jpg,ORIGA/Masks/042.png,042.jpg,042.png,multiclass_values_0_1_2,0,1,2,ORIGA_042,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,val
glaucoma_fundus_imaging_bundle,ORIGA,043,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/043.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/043.png,ORIGA/Images/043.jpg,ORIGA/Masks/043.png,043.jpg,043.png,multiclass_values_0_1_2,0,1,2,ORIGA_043,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,test
glaucoma_fundus_imaging_bundle,ORIGA,044,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/044.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/044.png,ORIGA/Images/044.jpg,ORIGA/Masks/044.png,044.jpg,044.png,multiclass_values_0_1_2,0,1,2,ORIGA_044,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,test
glaucoma_fundus_imaging_bundle,ORIGA,045,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/045.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/045.png,ORIGA/Images/045.jpg,ORIGA/Masks/045.png,045.jpg,045.png,multiclass_values_0_1_2,0,1,2,ORIGA_045,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,val
glaucoma_fundus_imaging_bundle,ORIGA,046,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/046.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/046.png,ORIGA/Images/046.jpg,ORIGA/Masks/046.png,046.jpg,046.png,multiclass_values_0_1_2,0,1,2,ORIGA_046,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,047,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/047.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/047.png,ORIGA/Images/047.jpg,ORIGA/Masks/047.png,047.jpg,047.png,multiclass_values_0_1_2,0,1,2,ORIGA_047,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,048,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/048.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/048.png,ORIGA/Images/048.jpg,ORIGA/Masks/048.png,048.jpg,048.png,multiclass_values_0_1_2,0,1,2,ORIGA_048,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,049,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/049.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/049.png,ORIGA/Images/049.jpg,ORIGA/Masks/049.png,049.jpg,049.png,multiclass_values_0_1_2,0,1,2,ORIGA_049,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,050,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/050.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/050.png,ORIGA/Images/050.jpg,ORIGA/Masks/050.png,050.jpg,050.png,multiclass_values_0_1_2,0,1,2,ORIGA_050,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,val
glaucoma_fundus_imaging_bundle,ORIGA,051,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/051.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/051.png,ORIGA/Images/051.jpg,ORIGA/Masks/051.png,051.jpg,051.png,multiclass_values_0_1_2,0,1,2,ORIGA_051,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,052,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/052.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/052.png,ORIGA/Images/052.jpg,ORIGA/Masks/052.png,052.jpg,052.png,multiclass_values_0_1_2,0,1,2,ORIGA_052,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,053,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/053.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/053.png,ORIGA/Images/053.jpg,ORIGA/Masks/053.png,053.jpg,053.png,multiclass_values_0_1_2,0,1,2,ORIGA_053,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,054,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/054.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/054.png,ORIGA/Images/054.jpg,ORIGA/Masks/054.png,054.jpg,054.png,multiclass_values_0_1_2,0,1,2,ORIGA_054,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,train
glaucoma_fundus_imaging_bundle,ORIGA,055,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/055.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/055.png,ORIGA/Images/055.jpg,ORIGA/Masks/055.png,055.jpg,055.png,multiclass_values_0_1_2,0,1,2,ORIGA_055,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,val
glaucoma_fundus_imaging_bundle,ORIGA,056,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/056.jpg,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/056.png,ORIGA/Images/056.jpg,ORIGA/Masks/056.png,056.jpg,056.png,multiclass_values_0_1_2,0,1,2,ORIGA_056,True,paired_and_visual_sample_reviewed,ORIGA image and mask IDs matched exactly for 650 records. Five sampled pairs were visually reviewed and masks appeared aligned.,test
