split_group_id,split
G1020_image_3137,train
G1020_image_2550,train
G1020_image_2316,train
G1020_image_264,train
G1020_image_2942,train
G1020_image_1504,train
G1020_image_2861,train
G1020_image_49,train
G1020_image_775,train
G1020_image_2304,train
G1020_image_2483,train
G1020_image_2151,train
G1020_image_1462,train
G1020_image_1717,train
G1020_image_2765,train
G1020_image_599,train
G1020_image_2886,train
G1020_image_2110,train
G1020_image_22,train
G1020_image_123,train
G1020_image_1331,train
G1020_image_2579,train
G1020_image_2568,train
G1020_image_2148,train
G1020_image_1319,train
G1020_image_1332,train
G1020_image_2210,train
G1020_image_2810,train
G1020_image_2307,train
G1020_image_2189,train
G1020_image_1255,train
G1020_image_373,train
G1020_image_125,train
G1020_image_199,train
G1020_image_952,train
G1020_image_727,train
G1020_image_772,train
G1020_image_551,train
G1020_image_2693,train
G1020_image_3167,train
G1020_image_2701,train
G1020_image_1260,train
G1020_image_1034,train
G1020_image_2155,train
G1020_image_2524,train
G1020_image_1143,train
G1020_image_1142,train
G1020_image_1478,train
G1020_image_2209,train
G1020_image_537,train
G1020_image_2220,train
G1020_image_596,train
G1020_image_874,train
G1020_image_857,train
G1020_image_2891,train
G1020_image_1759,train
G1020_image_1982,train
G1020_image_106,train
G1020_image_2735,train
G1020_image_1940,train
G1020_image_3130,train
G1020_image_1653,train
G1020_image_151,train
G1020_image_941,train
G1020_image_2458,train
G1020_image_1088,train
G1020_image_2037,train
G1020_image_781,train
G1020_image_601,train
G1020_image_2000,train
G1020_image_223,train
G1020_image_3129,train
G1020_image_487,train
G1020_image_1592,train
G1020_image_630,train
G1020_image_126,train
G1020_image_2566,train
G1020_image_1217,train
G1020_image_3065,train
G1020_image_1865,train
G1020_image_657,train
G1020_image_2232,train
G1020_image_1416,train
G1020_image_1230,train
G1020_image_3040,train
G1020_image_2278,train
G1020_image_1525,train
G1020_image_1798,train
G1020_image_1701,train
G1020_image_2365,train
G1020_image_1335,train
G1020_image_458,train
G1020_image_2434,train
G1020_image_955,train
G1020_image_2887,train
G1020_image_1351,train
G1020_image_1334,train
G1020_image_233,train
G1020_image_2945,train
G1020_image_12,train
G1020_image_2897,train
G1020_image_659,train
G1020_image_2084,train
G1020_image_1791,train
G1020_image_1160,train
G1020_image_2030,train
G1020_image_1554,train
G1020_image_981,train
G1020_image_488,train
G1020_image_2941,train
G1020_image_3059,train
G1020_image_1786,train
G1020_image_227,train
G1020_image_779,train
G1020_image_1913,train
G1020_image_2001,train
G1020_image_2686,train
G1020_image_882,train
G1020_image_1404,train
G1020_image_1349,train
G1020_image_327,train
G1020_image_527,train
G1020_image_1187,train
G1020_image_2034,train
G1020_image_757,train
G1020_image_1388,train
G1020_image_2322,train
G1020_image_2162,train
G1020_image_2970,train
G1020_image_1935,train
G1020_image_1080,train
G1020_image_421,train
G1020_image_336,train
G1020_image_420,train
G1020_image_218,train
G1020_image_2505,train
G1020_image_2713,train
G1020_image_1139,train
G1020_image_150,train
G1020_image_1714,train
G1020_image_482,train
G1020_image_2881,train
G1020_image_3122,train
G1020_image_816,train
G1020_image_1421,train
G1020_image_1875,train
G1020_image_2690,train
G1020_image_2565,train
G1020_image_3081,train
G1020_image_1076,train
G1020_image_1352,train
G1020_image_1939,train
G1020_image_1747,train
G1020_image_2892,train
G1020_image_880,train
G1020_image_153,train
G1020_image_1333,train
G1020_image_2709,train
G1020_image_2661,train
G1020_image_1515,train
G1020_image_1903,train
G1020_image_745,train
G1020_image_2998,train
G1020_image_3024,train
G1020_image_957,train
G1020_image_3165,train
G1020_image_245,train
G1020_image_942,train
G1020_image_115,train
G1020_image_655,train
G1020_image_143,train
G1020_image_3082,train
G1020_image_1495,train
G1020_image_107,train
G1020_image_2431,train
G1020_image_1164,train
G1020_image_903,train
G1020_image_493,train
G1020_image_2437,train
G1020_image_613,train
G1020_image_2359,train
G1020_image_1862,train
G1020_image_3019,train
G1020_image_2823,train
G1020_image_1691,train
G1020_image_1095,train
G1020_image_3199,train
G1020_image_2245,train
G1020_image_819,train
G1020_image_2049,train
G1020_image_1695,train
G1020_image_1138,train
G1020_image_881,train
G1020_image_2102,train
G1020_image_2321,train
G1020_image_883,train
G1020_image_519,train
G1020_image_608,train
G1020_image_3026,train
G1020_image_1553,train
G1020_image_703,train
G1020_image_55,train
G1020_image_2417,train
G1020_image_897,train
G1020_image_484,train
G1020_image_2575,train
G1020_image_896,train
G1020_image_1453,train
G1020_image_2971,train
G1020_image_1415,train
G1020_image_2912,train
G1020_image_2957,train
G1020_image_658,train
G1020_image_1329,train
G1020_image_1692,train
G1020_image_293,train
G1020_image_1318,train
G1020_image_2216,train
G1020_image_2212,train
G1020_image_485,train
G1020_image_2602,train
G1020_image_3185,train
G1020_image_2826,train
G1020_image_1337,train
G1020_image_1190,train
G1020_image_1414,train
G1020_image_2170,train
G1020_image_805,train
G1020_image_1599,train
G1020_image_2786,train
G1020_image_965,train
G1020_image_3138,train
G1020_image_103,train
G1020_image_4,train
G1020_image_1137,train
G1020_image_2299,train
G1020_image_2767,train
G1020_image_1745,train
G1020_image_1912,train
G1020_image_3085,train
G1020_image_2567,train
G1020_image_2698,train
G1020_image_494,train
G1020_image_3080,train
G1020_image_1768,train
G1020_image_2676,train
G1020_image_1899,train
G1020_image_2201,train
G1020_image_1413,train
G1020_image_5,train
G1020_image_2731,train
G1020_image_602,train
G1020_image_2529,train
G1020_image_337,train
G1020_image_2366,train
G1020_image_2947,train
G1020_image_1402,train
G1020_image_1401,train
G1020_image_3021,train
G1020_image_769,train
G1020_image_3066,train
G1020_image_2787,train
G1020_image_2028,train
G1020_image_2314,train
G1020_image_1941,train
G1020_image_1522,train
G1020_image_1348,train
G1020_image_53,train
G1020_image_2668,train
G1020_image_1389,train
G1020_image_868,train
G1020_image_1576,train
G1020_image_2669,train
G1020_image_1845,train
G1020_image_1895,train
G1020_image_2163,train
G1020_image_1344,train
G1020_image_152,train
G1020_image_1591,train
G1020_image_2246,train
G1020_image_1715,train
G1020_image_2202,train
G1020_image_3170,train
G1020_image_315,train
G1020_image_647,train
G1020_image_3160,train
G1020_image_600,train
G1020_image_1356,train
G1020_image_2728,train
G1020_image_217,train
G1020_image_3201,train
G1020_image_3164,train
G1020_image_3020,train
G1020_image_66,train
G1020_image_1644,train
G1020_image_2732,train
G1020_image_699,train
G1020_image_489,train
G1020_image_387,train
G1020_image_709,train
G1020_image_2699,train
G1020_image_491,train
G1020_image_77,train
G1020_image_2143,train
G1020_image_904,train
G1020_image_2426,train
G1020_image_1790,train
G1020_image_459,train
G1020_image_2249,train
G1020_image_2404,train
G1020_image_1330,train
G1020_image_2899,train
G1020_image_1698,train
G1020_image_561,train
G1020_image_2662,train
G1020_image_2825,train
G1020_image_2101,train
G1020_image_936,train
G1020_image_496,train
G1020_image_1699,train
G1020_image_3202,train
G1020_image_2840,train
G1020_image_1932,train
G1020_image_2739,train
G1020_image_219,train
G1020_image_628,train
G1020_image_2946,train
G1020_image_2041,train
G1020_image_1760,train
G1020_image_3039,train
G1020_image_2702,train
G1020_image_2710,train
G1020_image_1861,train
G1020_image_2111,train
G1020_image_2141,train
G1020_image_1687,train
G1020_image_841,train
G1020_image_807,train
G1020_image_2327,train
G1020_image_2022,train
G1020_image_2421,train
G1020_image_2730,train
G1020_image_945,train
G1020_image_3198,train
G1020_image_764,train
G1020_image_646,train
G1020_image_2692,train
G1020_image_533,train
G1020_image_384,train
G1020_image_2736,train
G1020_image_505,train
G1020_image_255,train
G1020_image_861,train
G1020_image_2573,train
G1020_image_3184,train
G1020_image_1243,train
G1020_image_1711,train
G1020_image_2914,train
G1020_image_1432,train
G1020_image_247,train
G1020_image_1136,train
G1020_image_2513,train
G1020_image_1481,train
G1020_image_2782,train
G1020_image_607,train
G1020_image_535,train
G1020_image_512,train
G1020_image_791,train
G1020_image_3018,train
G1020_image_1261,train
G1020_image_2558,train
G1020_image_171,train
G1020_image_3029,train
G1020_image_2570,train
G1020_image_2898,train
G1020_image_231,train
G1020_image_2532,train
G1020_image_583,train
G1020_image_1598,train
G1020_image_215,train
G1020_image_3183,train
G1020_image_2156,train
G1020_image_3116,train
G1020_image_513,train
G1020_image_163,train
G1020_image_1001,train
G1020_image_3120,train
G1020_image_2733,train
G1020_image_627,train
G1020_image_2685,train
G1020_image_3023,train
G1020_image_2525,train
G1020_image_2985,train
G1020_image_2885,train
G1020_image_1285,train
G1020_image_334,train
G1020_image_2992,train
G1020_image_2569,train
G1020_image_2173,train
G1020_image_2414,train
G1020_image_1161,train
G1020_image_1113,train
G1020_image_3143,train
G1020_image_467,train
G1020_image_1589,train
G1020_image_1366,train
G1020_image_1096,train
G1020_image_765,train
G1020_image_1696,train
G1020_image_2367,train
G1020_image_3124,train
G1020_image_2117,train
G1020_image_1876,train
G1020_image_2211,train
G1020_image_2828,train
G1020_image_2149,train
G1020_image_2611,train
G1020_image_2408,train
G1020_image_1378,train
G1020_image_1204,train
G1020_image_2326,train
G1020_image_2738,train
G1020_image_1355,train
G1020_image_915,train
G1020_image_2457,train
G1020_image_460,train
G1020_image_878,train
G1020_image_1213,train
G1020_image_356,train
G1020_image_105,train
G1020_image_1426,train
G1020_image_1140,train
G1020_image_2375,train
G1020_image_2124,train
G1020_image_1524,train
G1020_image_3090,train
G1020_image_1626,train
G1020_image_3169,train
G1020_image_1189,train
G1020_image_542,train
G1020_image_1999,train
G1020_image_3044,train
G1020_image_2973,train
G1020_image_2984,train
G1020_image_1897,train
G1020_image_2917,train
G1020_image_1724,train
G1020_image_2991,train
G1020_image_2310,train
G1020_image_2303,train
G1020_image_964,train
G1020_image_363,train
G1020_image_50,train
G1020_image_1796,train
G1020_image_1590,train
G1020_image_1452,train
G1020_image_2534,train
G1020_image_2999,train
G1020_image_2164,train
G1020_image_292,train
G1020_image_2346,train
G1020_image_385,train
G1020_image_3123,train
G1020_image_1321,train
G1020_image_256,train
G1020_image_2147,train
G1020_image_1,train
G1020_image_9,train
G1020_image_940,train
G1020_image_2554,train
G1020_image_698,train
G1020_image_1238,train
G1020_image_1595,train
G1020_image_113,train
G1020_image_3131,train
G1020_image_2425,train
G1020_image_2223,train
G1020_image_2300,train
G1020_image_2064,train
G1020_image_1254,train
G1020_image_200,train
G1020_image_585,train
G1020_image_2559,train
G1020_image_202,train
G1020_image_3132,train
G1020_image_1710,train
G1020_image_104,train
G1020_image_193,train
G1020_image_2652,train
G1020_image_2144,train
G1020_image_18,train
G1020_image_1471,train
G1020_image_468,train
G1020_image_956,train
G1020_image_2737,train
G1020_image_372,train
G1020_image_2362,train
G1020_image_931,train
G1020_image_2418,train
G1020_image_446,train
G1020_image_1712,train
G1020_image_2562,train
G1020_image_536,train
G1020_image_2555,train
G1020_image_840,train
G1020_image_2888,train
G1020_image_778,train
G1020_image_1526,train
G1020_image_3159,train
G1020_image_2915,train
G1020_image_2345,train
G1020_image_2880,train
G1020_image_2430,train
G1020_image_120,train
G1020_image_234,train
G1020_image_2553,train
G1020_image_492,train
G1020_image_3041,train
G1020_image_1742,train
G1020_image_1087,train
G1020_image_1926,train
G1020_image_2309,train
G1020_image_144,train
G1020_image_1842,train
G1020_image_776,train
G1020_image_154,train
G1020_image_2142,train
G1020_image_335,train
G1020_image_2200,train
G1020_image_237,train
G1020_image_201,train
G1020_image_3121,train
G1020_image_1917,train
G1020_image_2795,train
G1020_image_1359,train
G1020_image_2805,train
G1020_image_532,train
G1020_image_13,train
G1020_image_21,train
G1020_image_1247,train
G1020_image_2308,train
G1020_image_1960,train
G1020_image_1624,train
G1020_image_2319,train
G1020_image_1339,train
G1020_image_2687,train
G1020_image_1081,train
G1020_image_2916,train
G1020_image_1225,train
G1020_image_1322,train
G1020_image_1797,train
G1020_image_498,train
G1020_image_2234,train
G1020_image_1317,train
G1020_image_2974,val
G1020_image_2571,val
G1020_image_1722,val
G1020_image_490,val
G1020_image_2407,val
G1020_image_1607,val
G1020_image_1431,val
G1020_image_747,val
G1020_image_1915,val
G1020_image_111,val
G1020_image_32,val
G1020_image_1625,val
G1020_image_1843,val
G1020_image_1579,val
G1020_image_2839,val
G1020_image_3025,val
G1020_image_56,val
G1020_image_1892,val
G1020_image_2578,val
G1020_image_1934,val
G1020_image_2436,val
G1020_image_2019,val
G1020_image_3084,val
G1020_image_1215,val
G1020_image_1387,val
G1020_image_2949,val
G1020_image_2363,val
G1020_image_2703,val
G1020_image_2809,val
G1020_image_1470,val
G1020_image_953,val
G1020_image_2046,val
G1020_image_2413,val
G1020_image_1520,val
G1020_image_386,val
G1020_image_246,val
G1020_image_1002,val
G1020_image_980,val
G1020_image_944,val
G1020_image_2289,val
G1020_image_2020,val
G1020_image_78,val
G1020_image_2355,val
G1020_image_1623,val
G1020_image_1498,val
G1020_image_2514,val
G1020_image_1938,val
G1020_image_1767,val
G1020_image_2900,val
G1020_image_122,val
G1020_image_1922,val
G1020_image_2290,val
G1020_image_610,val
G1020_image_2677,val
G1020_image_1508,val
G1020_image_2689,val
G1020_image_2588,val
G1020_image_943,val
G1020_image_543,val
G1020_image_2972,val
G1020_image_2292,val
G1020_image_2606,val
G1020_image_1746,val
G1020_image_1925,val
G1020_image_2504,val
G1020_image_1957,val
G1020_image_266,val
G1020_image_2691,val
G1020_image_1231,val
G1020_image_1748,val
G1020_image_560,val
G1020_image_164,val
G1020_image_1959,val
G1020_image_1543,val
G1020_image_2507,val
G1020_image_2714,val
G1020_image_1327,val
G1020_image_1860,val
G1020_image_2032,val
G1020_image_2533,val
G1020_image_2031,val
G1020_image_1240,val
G1020_image_545,val
G1020_image_774,val
G1020_image_2171,val
G1020_image_700,val
G1020_image_453,val
G1020_image_1580,val
G1020_image_367,val
G1020_image_124,val
G1020_image_3,val
G1020_image_244,val
G1020_image_581,val
G1020_image_1713,val
G1020_image_815,val
G1020_image_3058,val
G1020_image_366,val
G1020_image_2217,val
G1020_image_316,val
G1020_image_1927,val
G1020_image_2033,val
G1020_image_3163,val
G1020_image_1608,val
G1020_image_808,val
G1020_image_2734,val
G1020_image_2695,val
G1020_image_2655,val
G1020_image_1877,val
G1020_image_780,val
G1020_image_1377,val
G1020_image_2188,val
G1020_image_1232,val
G1020_image_1697,val
G1020_image_1201,val
G1020_image_1242,val
G1020_image_1652,val
G1020_image_1304,val
G1020_image_2950,val
G1020_image_2503,val
G1020_image_2712,val
G1020_image_1923,val
G1020_image_230,val
G1020_image_1700,val
G1020_image_1933,val
G1020_image_265,val
G1020_image_2002,val
G1020_image_930,val
G1020_image_457,val
G1020_image_248,val
G1020_image_2608,val
G1020_image_2936,val
G1020_image_1874,val
G1020_image_2215,val
G1020_image_643,val
G1020_image_597,val
G1020_image_2116,val
G1020_image_2368,val
G1020_image_1328,val
G1020_image_2424,val
G1020_image_959,val
G1020_image_354,val
G1020_image_1198,val
G1020_image_1958,val
G1020_image_924,val
G1020_image_1978,val
G1020_image_2807,val
G1020_image_2125,val
G1020_image_1270,val
G1020_image_353,val
G1020_image_2291,val
G1020_image_1916,val
G1020_image_2482,val
G1020_image_879,val
G1020_image_3144,test
G1020_image_1094,test
G1020_image_2808,test
G1020_image_609,test
G1020_image_328,test
G1020_image_2199,test
G1020_image_2688,test
G1020_image_1144,test
G1020_image_2906,test
G1020_image_339,test
G1020_image_2589,test
G1020_image_1325,test
G1020_image_875,test
G1020_image_567,test
G1020_image_3076,test
G1020_image_46,test
G1020_image_2766,test
G1020_image_708,test
G1020_image_2085,test
G1020_image_2788,test
G1020_image_2244,test
G1020_image_2403,test
G1020_image_570,test
G1020_image_2902,test
G1020_image_518,test
G1020_image_2785,test
G1020_image_1112,test
G1020_image_454,test
G1020_image_214,test
G1020_image_1898,test
G1020_image_598,test
G1020_image_580,test
G1020_image_2563,test
G1020_image_437,test
G1020_image_1901,test
G1020_image_1789,test
G1020_image_235,test
G1020_image_114,test
G1020_image_2474,test
G1020_image_1961,test
G1020_image_2402,test
G1020_image_777,test
G1020_image_2527,test
G1020_image_563,test
G1020_image_3017,test
G1020_image_2551,test
G1020_image_304,test
G1020_image_2796,test
G1020_image_1575,test
G1020_image_2860,test
G1020_image_1716,test
G1020_image_1723,test
G1020_image_2313,test
G1020_image_869,test
G1020_image_912,test
G1020_image_1788,test
G1020_image_295,test
G1020_image_19,test
G1020_image_1610,test
G1020_image_64,test
G1020_image_1214,test
G1020_image_194,test
G1020_image_2139,test
G1020_image_2470,test
G1020_image_2729,test
G1020_image_232,test
G1020_image_1246,test
G1020_image_2935,test
G1020_image_2276,test
G1020_image_2218,test
G1020_image_2364,test
G1020_image_1766,test
G1020_image_566,test
G1020_image_1702,test
G1020_image_1165,test
G1020_image_121,test
G1020_image_3064,test
G1020_image_1894,test
G1020_image_3038,test
G1020_image_222,test
G1020_image_631,test
G1020_image_110,test
G1020_image_2512,test
G1020_image_2526,test
G1020_image_1248,test
G1020_image_2658,test
G1020_image_1479,test
G1020_image_2219,test
G1020_image_584,test
G1020_image_2455,test
G1020_image_2230,test
G1020_image_63,test
G1020_image_1000,test
G1020_image_654,test
G1020_image_2564,test
G1020_image_2975,test
G1020_image_10,test
G1020_image_1216,test
G1020_image_1197,test
G1020_image_2459,test
G1020_image_2607,test
G1020_image_2707,test
G1020_image_249,test
G1020_image_1338,test
G1020_image_1336,test
G1020_image_2806,test
G1020_image_2423,test
G1020_image_1092,test
G1020_image_2901,test
G1020_image_1765,test
G1020_image_1226,test
G1020_image_48,test
G1020_image_216,test
G1020_image_65,test
G1020_image_1704,test
G1020_image_1896,test
G1020_image_704,test
G1020_image_748,test
G1020_image_3022,test
G1020_image_112,test
G1020_image_1977,test
G1020_image_31,test
G1020_image_1594,test
G1020_image_1032,test
G1020_image_1825,test
G1020_image_436,test
G1020_image_1033,test
G1020_image_1609,test
G1020_image_2146,test
G1020_image_3182,test
G1020_image_916,test
G1020_image_1368,test
G1020_image_2050,test
G1020_image_2612,test
G1020_image_1202,test
G1020_image_2361,test
G1020_image_1303,test
G1020_image_958,test
G1020_image_1384,test
G1020_image_226,test
G1020_image_1271,test
G1020_image_250,test
G1020_image_2172,test
G1020_image_3117,test
G1020_image_2471,test
G1020_image_470,test
G1020_image_1847,test
G1020_image_3166,test
G1020_image_2411,test
G1020_image_1233,test
G1020_image_1914,test
G1020_image_2277,test
G1020_image_2531,test
